gameId,playId,playDescription,specialTeamsPlayType,specialTeamsResult,kickLength,kickReturnYardage,playResult,quarter,down,ydstogo,possessionTeam,absoluteYardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,kickerId,returnerId,kickBlockerId,season,week,gameDate,home_team,away_team,kickerName,kickerPos,height.x,weight.x,birthDate.x,collegeName.x,returnerName,returnerPos,height.y,weight.y,birthDate.y,collegeName.y,blockerName,blockerPos,height,weight,birthDate,collegeName,spread_line,posteam_timeouts_remaining,defteam_timeouts_remaining,wp,wpa,home_wp_post,away_wp_post,posteam,defteam,wp_pre,wp_post,wpa_play,score_differential,yardline_100,game_seconds_remaining,half_seconds_remaining
2018090600,3868,"(5:04) M.Bosher punts 52 yards to PHI 19, Center-J.Overbaugh. D.Sproles to PHI 31 for 12 yards (E.Saubert; K.Ishmael). PENALTY on ATL-E.Saubert, Face Mask (15 Yards), 15 yards, enforced at PHI 31.",Punt,Return,52,12,25,4,4,14,ATL,81,05:04:00,10,12,37267,29957,NA,2018,1,9-06-20,PHI,ATL,Matt Bosher,P,72,208,1987-10-18,Miami (Fla.),Darren Sproles,RB,66,190,1983-06-20,Kansas State,NA,NA,NA,NA,NA,NA,1,2,2,0.5662161111831665,-0.08021682500839233,0.5140007138252258,0.48599928617477417,ATL,PHI,0.5662161111831665,0.48599928617477417,-0.08021682500839233,2,81,NA,NA
2018090900,485,"(7:25) (Punt formation) C.Bojorquez punts 46 yards to BAL 26, Center-R.Ferguson. J.Grant to BAL 25 for -1 yards (P.DiMarco).",Punt,Return,46,-1,47,1,4,14,BUF,82,07:25:00,7,0,46903,46532,NA,2018,1,9-09-20,BAL,BUF,Corey Bojorquez,P,6-0,208,1996-09-13,New Mexico,Janarion Grant,WR,5-10,173,11/20/1993,Rutgers,NA,NA,NA,NA,NA,NA,7.5,3,3,0.24535204470157623,0.008335277438163757,0.74631267786026,0.25368732213974,BUF,BAL,0.24535204470157623,0.25368732213974,0.008335277438163757,-7,82,NA,NA
2018090900,575,"(6:37) (Punt formation) S.Koch punts 63 yards to BUF 11, Center-M.Cox. J.Kerley to BUF 15 for 4 yards (T.Bowser, C.Clark).",Punt,Return,63,4,59,1,4,9,BAL,36,06:37:00,7,0,31018,37228,NA,2018,1,9-09-20,BAL,BUF,Sam Koch,P,6-1,222,1982-08-13,Nebraska,Jeremy Kerley,WR,5-9,188,11/08/1988,Texas Christian,NA,NA,NA,NA,NA,NA,7.5,3,3,0.6840190291404724,0.03000590205192566,0.7140249311923981,0.28597506880760193,BAL,BUF,0.6840190291404724,0.7140249311923981,0.03000590205192566,7,64,NA,NA
2018090900,674,"(5:43) (Punt formation) C.Bojorquez punts 51 yards to BAL 31, Center-R.Ferguson. J.Grant to BAL 34 for 3 yards (L.Alexander).",Punt,Return,51,3,48,1,4,7,BUF,92,05:43:00,7,0,46903,46532,NA,2018,1,9-09-20,BAL,BUF,Corey Bojorquez,P,6-0,208,1996-09-13,New Mexico,Janarion Grant,WR,5-10,173,11/20/1993,Rutgers,NA,NA,NA,NA,NA,NA,7.5,3,3,0.25229528546333313,-0.024716883897781372,0.7724215984344482,0.22757840156555176,BUF,BAL,0.25229528546333313,0.22757840156555176,-0.024716883897781372,-7,92,NA,NA
2018090900,1136,"(14:21) (Punt formation) C.Bojorquez punts 49 yards to BAL 29, Center-R.Ferguson. J.Grant to BUF 20 for 51 yards (L.Alexander).",Punt,Return,49,51,-2,2,4,13,BUF,32,14:21:00,14,0,46903,46532,NA,2018,1,9-09-20,BAL,BUF,Corey Bojorquez,P,6-0,208,1996-09-13,New Mexico,Janarion Grant,WR,5-10,173,11/20/1993,Rutgers,NA,NA,NA,NA,NA,NA,7.5,3,3,0.11071169376373291,-0.03099602460861206,0.9202843308448792,0.07971566915512085,BUF,BAL,0.11071169376373291,0.07971566915512085,-0.03099602460861206,-14,32,NA,NA
2018090900,1360,"(12:09) (Punt formation) C.Bojorquez punts 50 yards to BAL 29, Center-R.Ferguson. J.Grant to BAL 30 for 1 yard (A.Holmes).",Punt,Return,50,1,49,2,4,14,BUF,31,12:09:00,17,0,46903,46532,NA,2018,1,9-09-20,BAL,BUF,Corey Bojorquez,P,6-0,208,1996-09-13,New Mexico,Janarion Grant,WR,5-10,173,11/20/1993,Rutgers,NA,NA,NA,NA,NA,NA,7.5,3,3,0.08371631801128387,0.004456654191017151,0.911827027797699,0.08817297220230103,BUF,BAL,0.08371631801128387,0.08817297220230103,0.004456654191017151,-17,31,NA,NA
2018090900,1772,"(7:05) (Punt formation) S.Koch punts 44 yards to BUF 16, Center-M.Cox, downed by BAL-C.Clark.",Punt,Downed,44,NA,44,2,4,12,BAL,70,07:05:00,17,0,31018,NA,NA,2018,1,9-09-20,BAL,BUF,Sam Koch,P,6-1,222,1982-08-13,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,2,3,0.8924681544303894,0.0042618438601493835,0.8967299982905388,0.10327000170946121,BAL,BUF,0.8924681544303894,0.8967299982905388,0.0042618438601493835,17,30,NA,NA
2018090900,2097,"(3:01) (Punt formation) C.Bojorquez punts 52 yards to BAL 21, Center-R.Ferguson. J.Grant MUFFS catch, ball out of bounds at BAL 15.",Punt,Muffed,58,NA,58,2,4,8,BUF,37,03:01:00,20,0,46903,46532,NA,2018,1,9-09-20,BAL,BUF,Corey Bojorquez,P,6-0,208,1996-09-13,New Mexico,Janarion Grant,WR,5-10,173,11/20/1993,Rutgers,NA,NA,NA,NA,NA,NA,7.5,3,2,0.051618535071611404,-0.00805862620472908,0.9564400911331177,0.043559908866882324,BUF,BAL,0.051618535071611404,0.043559908866882324,-0.00805862620472908,-20,37,NA,NA
2018090900,2616,"(13:57) (Punt formation) C.Bojorquez FUMBLES (Aborted) at BUF 27, and recovers at BUF 14. C.Bojorquez to BUF 14 for no gain (T.Bowser).",Punt,Non-Special Teams Result,NA,NA,-25,3,4,8,BUF,49,13:57:00,26,0,NA,NA,NA,2018,1,9-09-20,BAL,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,3,3,0.004146576393395662,-0.002278864849358797,0.9981322884559631,0.0018677115440368652,BUF,BAL,0.004146576393395662,0.0018677115440368652,-0.002278864849358797,-26,49,NA,NA
2018090900,2996,"(10:10) (Punt formation) C.Bojorquez punts 46 yards to BAL 30, Center-R.Ferguson, out of bounds.",Punt,Out of Bounds,46,NA,46,3,4,11,BUF,34,10:10:00,40,0,46903,NA,NA,2018,1,9-09-20,BAL,BUF,Corey Bojorquez,P,6-0,208,1996-09-13,New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,3,3,8.279142202809453e-4,1.5440164133906364e-6,0.9991705417633057,8.294582366943359e-4,BUF,BAL,8.279142202809453e-4,8.294582366943359e-4,1.5440164133906364e-6,-40,34,NA,NA
2018090900,3079,"(8:22) (Punt formation) S.Koch punts 46 yards to BUF 31, Center-M.Cox. J.Kerley to BUF 37 for 6 yards (M.Canady).",Punt,Return,46,6,40,3,4,17,BAL,87,08:22:00,40,0,31018,37228,NA,2018,1,9-09-20,BAL,BUF,Sam Koch,P,6-1,222,1982-08-13,Nebraska,Jeremy Kerley,WR,5-9,188,11/08/1988,Texas Christian,NA,NA,NA,NA,NA,NA,7.5,3,3,0.9989377856254578,3.8208666956052184e-4,0.9993198722950183,6.801277049817145e-4,BAL,BUF,0.9989377856254578,0.9993198722950183,3.8208666956052184e-4,40,13,NA,NA
2018090900,3655,"(14:47) (Punt formation) S.Koch punts 50 yards to BUF 9, Center-M.Cox. M.Murphy to BUF 18 for 9 yards (M.Canady).",Punt,Return,50,9,41,4,4,5,BAL,51,14:47:00,40,3,31018,42573,NA,2018,1,9-09-20,BAL,BUF,Sam Koch,P,6-1,222,1982-08-13,Nebraska,Marcus Murphy,RB,69,195,1991-10-03,Missouri,NA,NA,NA,NA,NA,NA,7.5,2,3,0.9998500347137451,5.328775296220556e-5,0.9999033224667073,9.667753329267725e-5,BAL,BUF,0.9998500347137451,0.9999033224667073,5.328775296220556e-5,37,49,NA,NA
2018090900,3851,"(12:05) (Punt formation) C.Bojorquez punts 54 yards to BAL 11, Center-R.Ferguson. J.Grant to BAL 11 for no gain (T.Jones).",Punt,Return,54,0,54,4,4,8,BUF,75,12:05:00,40,3,46903,46532,NA,2018,1,9-09-20,BAL,BUF,Corey Bojorquez,P,6-0,208,1996-09-13,New Mexico,Janarion Grant,WR,5-10,173,11/20/1993,Rutgers,NA,NA,NA,NA,NA,NA,7.5,3,2,8.344087837031111e-5,1.2522599718067795e-5,0.9999040365219116,9.59634780883789e-5,BUF,BAL,8.344087837031111e-5,9.59634780883789e-5,1.2522599718067795e-5,-37,75,NA,NA
2018090900,4325,"(3:02) (Punt formation) C.Bojorquez punts 43 yards to BAL 10, Center-R.Ferguson, fair catch by J.Grant.",Punt,Fair Catch,43,NA,43,4,4,12,BUF,63,03:02:00,47,3,46903,46532,NA,2018,1,9-09-20,BAL,BUF,Corey Bojorquez,P,6-0,208,1996-09-13,New Mexico,Janarion Grant,WR,5-10,173,11/20/1993,Rutgers,NA,NA,NA,NA,NA,NA,7.5,2,1,5.523719664779492e-5,1.8145284775528125e-4,0.9997633099555969,2.3669004440307617e-4,BUF,BAL,5.523719664779492e-5,2.3669004440307617e-4,1.8145284775528125e-4,-44,63,NA,NA
2018090900,4464,"(1:36) (Punt formation) S.Koch punts 54 yards to BUF 29, Center-M.Cox, out of bounds.",Punt,Out of Bounds,54,NA,54,4,4,3,BAL,27,01:36:00,47,3,31018,NA,NA,2018,1,9-09-20,BAL,BUF,Sam Koch,P,6-1,222,1982-08-13,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0,2,0.9998714923858643,6.722880061715841e-5,0.9999387211864814,6.127881351858377e-5,BAL,BUF,0.9998714923858643,0.9999387211864814,6.722880061715841e-5,44,73,NA,NA
2018090901,118,"(13:35) (Punt formation) J.Berry punts 31 yards to CLE 36, Center-K.Canaday, out of bounds.",Punt,Out of Bounds,31,NA,31,1,4,2,PIT,43,13:35:00,0,0,42333,NA,NA,2018,1,9-09-20,CLE,PIT,Jordan Berry,P,6-5,195,1991-03-18,Eastern Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,3,3,0.39221683144569397,-0.032662004232406616,0.6404451727867126,0.35955482721328735,PIT,CLE,0.39221683144569397,0.35955482721328735,-0.032662004232406616,0,43,NA,NA
2018090901,313,"(10:11) (Punt formation) B.Colquitt punts 48 yards to end zone, Center-C.Hughlett, Touchback.",Punt,Touchback,48,NA,28,1,4,6,CLE,58,10:11:00,0,0,34723,NA,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,3,3,0.5832446813583374,-0.005268841981887817,0.5779758393764496,0.4220241606235504,CLE,PIT,0.5832446813583374,0.5779758393764496,-0.005268841981887817,0,42,NA,NA
2018090901,474,"(7:51) J.Berry punts 43 yards to CLE 14, Center-K.Canaday, downed by PIT-C.Sutton.",Punt,Downed,43,NA,43,1,4,9,PIT,53,07:51:00,0,0,42333,NA,NA,2018,1,9-09-20,CLE,PIT,Jordan Berry,P,6-5,195,1991-03-18,Eastern Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,3,3,0.3776209056377411,0.021641701459884644,0.6007373929023743,0.39926260709762573,PIT,CLE,0.3776209056377411,0.39926260709762573,0.021641701459884644,0,53,NA,NA
2018090901,588,"(6:34) (Punt formation) B.Colquitt punts 47 yards to PIT 28, Center-C.Hughlett. R.Switzer to 50 for 22 yards (B.Boddy-Calhoun).",Punt,Return,47,22,25,1,4,9,CLE,85,06:34:00,0,0,34723,44946,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,Ryan Switzer,WR,5-8,185,1994-11-04,North Carolina,NA,NA,NA,NA,NA,NA,-3.5,3,3,0.5479139089584351,-0.03662577271461487,0.5112881362438202,0.4887118637561798,CLE,PIT,0.5479139089584351,0.5112881362438202,-0.03662577271461487,0,15,NA,NA
2018090901,887,"(2:07) (Punt formation) B.Colquitt punts 52 yards to PIT 22, Center-C.Hughlett. R.Switzer to CLE 44 for 34 yards (N.Chubb). PENALTY on PIT-D.Heyward-Bey, Offensive Holding, 10 yards, enforced at PIT 22. Penalty on PIT-R.Nix, Offensive Holding, declined.",Punt,Return,52,0,62,1,4,10,CLE,84,02:07:00,0,0,34723,44946,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,Ryan Switzer,WR,5-8,185,1994-11-04,North Carolina,NA,NA,NA,NA,NA,NA,-3.5,3,3,0.538114607334137,0.04455310106277466,0.5826677083969116,0.4173322916030884,CLE,PIT,0.538114607334137,0.5826677083969116,0.04455310106277466,0,16,NA,NA
2018090901,1491,"(7:39) B.Colquitt punts 39 yards to PIT 8, Center-C.Hughlett. R.Switzer to PIT 12 for 4 yards (D.Rice).",Punt,Return,39,4,35,2,4,20,CLE,63,07:39:00,0,7,34723,44946,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,Ryan Switzer,WR,5-8,185,1994-11-04,North Carolina,NA,NA,NA,NA,NA,NA,-3.5,3,2,0.33029115200042725,0.02907353639602661,0.35936468839645386,0.6406353116035461,CLE,PIT,0.33029115200042725,0.35936468839645386,0.02907353639602661,-7,37,NA,NA
2018090901,1723,"(2:43) B.Colquitt punts 37 yards to PIT 9, Center-C.Hughlett, downed by CLE-T.Carrie.",Punt,Downed,37,NA,37,2,4,10,CLE,64,02:43:00,0,7,34723,NA,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,3,2,0.34001877903938293,-0.026466935873031616,0.3135518431663513,0.6864481568336487,CLE,PIT,0.34001877903938293,0.3135518431663513,-0.026466935873031616,-7,36,NA,NA
2018090901,2632,"(6:18) (Punt formation) B.Colquitt punts 45 yards to PIT 41, Center-C.Hughlett. R.Switzer to CLE 39 for 20 yards (D.Kindred).",Punt,Return,45,20,25,3,4,17,CLE,96,06:18:00,7,14,34723,44946,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,Ryan Switzer,WR,5-8,185,1994-11-04,North Carolina,NA,NA,NA,NA,NA,NA,-3.5,3,3,0.21046437323093414,-0.04558469355106354,0.1648796796798706,0.8351203203201294,CLE,PIT,0.21046437323093414,0.1648796796798706,-0.04558469355106354,-7,4,NA,NA
2018090901,2907,"(3:35) (Punt formation) B.Colquitt punts 33 yards to PIT 14, Center-C.Hughlett, fair catch by R.Switzer.",Punt,Fair Catch,33,NA,33,3,4,10,CLE,57,03:35:00,7,21,34723,44946,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,Ryan Switzer,WR,5-8,185,1994-11-04,North Carolina,NA,NA,NA,NA,NA,NA,-3.5,2,3,0.0723450556397438,-0.00910726934671402,0.06323778629302979,0.9367622137069702,CLE,PIT,0.0723450556397438,0.06323778629302979,-0.00910726934671402,-14,43,NA,NA
2018090901,3215,"(12:15) J.Berry punts 22 yards to CLE 12, Center-K.Canaday, fair catch by J.Peppers.",Punt,Fair Catch,22,NA,22,4,4,6,PIT,44,12:15:00,7,21,42333,44837,NA,2018,1,9-09-20,CLE,PIT,Jordan Berry,P,6-5,195,1991-03-18,Eastern Kentucky,Jabrill Peppers,SS,5-11,213,1995-10-04,Michigan,NA,NA,NA,NA,NA,NA,-3.5,3,2,0.95859527587890625,-9.89716500043869e-4,0.04239444062113762,0.9576055593788624,PIT,CLE,0.95859527587890625,0.9576055593788624,-9.89716500043869e-4,14,44,NA,NA
2018090901,3349,"(10:58) B.Colquitt punts 57 yards to PIT 14, Center-C.Hughlett, out of bounds.",Punt,Out of Bounds,57,NA,57,4,4,11,CLE,39,10:58:00,7,21,34723,NA,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,2,3,0.029651809483766556,0.0014427416026592255,0.03109455108642578,0.9689054489135742,CLE,PIT,0.029651809483766556,0.03109455108642578,0.0014427416026592255,-14,61,NA,NA
2018090901,3463,"(8:52) J.Berry punts 36 yards to PIT 47, Center-K.Canaday, downed by PIT-S.Davis. Pittsburgh challenged the kick downed ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1 at 08:42.)",Punt,Downed,36,NA,36,4,4,13,PIT,99,08:52:00,7,21,42333,NA,NA,2018,1,9-09-20,CLE,PIT,Jordan Berry,P,6-5,195,1991-03-18,Eastern Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,2,2,0.9509167075157166,-0.024755530059337616,0.07383882254362106,0.9261611774563789,PIT,CLE,0.9509167075157166,0.9261611774563789,-0.024755530059337616,14,99,NA,NA
2018090901,3960,"(5:22) B.Colquitt punts 34 yards to PIT 5, Center-C.Hughlett, out of bounds.",Punt,Out of Bounds,34,NA,34,4,4,12,CLE,71,05:22:00,14,21,34723,NA,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,2,1,0.14249742031097412,0.017354071140289307,0.15985149145126343,0.8401485085487366,CLE,PIT,0.14249742031097412,0.15985149145126343,0.017354071140289307,-7,29,NA,NA
2018090901,4136,"(2:20) J.Berry punts 51 yards to CLE 30, Center-K.Canaday. J.Peppers to CLE 45 for 15 yards (J.Dangerfield).",Punt,Return,51,15,36,4,4,8,PIT,91,02:20:00,14,21,42333,44837,NA,2018,1,9-09-20,CLE,PIT,Jordan Berry,P,6-5,195,1991-03-18,Eastern Kentucky,Jabrill Peppers,SS,5-11,213,1995-10-04,Michigan,NA,NA,NA,NA,NA,NA,-3.5,1,1,0.890451967716217,-0.043431177735328674,0.15297921001911163,0.8470207899808884,PIT,CLE,0.890451967716217,0.8470207899808884,-0.043431177735328674,7,91,NA,NA
2018090901,4352,"(1:37) J.Berry punts 39 yards to CLE 29, Center-K.Canaday, fair catch by J.Peppers.",Punt,Fair Catch,39,NA,39,4,4,9,PIT,78,01:37:00,21,21,42333,44837,NA,2018,1,9-09-20,CLE,PIT,Jordan Berry,P,6-5,195,1991-03-18,Eastern Kentucky,Jabrill Peppers,SS,5-11,213,1995-10-04,Michigan,NA,NA,NA,NA,NA,NA,-3.5,1,0,0.49237680435180664,-0.10056030750274658,0.6081835031509399,0.39181649684906006,PIT,CLE,0.49237680435180664,0.39181649684906006,-0.10056030750274658,0,78,NA,NA
2018090901,4648,"(8:50) B.Colquitt punts 49 yards to PIT 17, Center-C.Hughlett, fair catch by R.Switzer.",Punt,Fair Catch,49,NA,49,5,4,1,CLE,44,08:50:00,21,21,34723,44946,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,Ryan Switzer,WR,5-8,185,1994-11-04,North Carolina,NA,NA,NA,NA,NA,NA,-3.5,2,2,0.3730614031665027,0.20206232729833573,0.5751237304648384,0.42487626953516155,CLE,PIT,0.3730614031665027,0.5751237304648384,0.20206232729833573,0,56,NA,NA
2018090901,4833,"(5:37) J.Berry punts 53 yards to CLE 19, Center-K.Canaday, fair catch by J.Peppers.",Punt,Fair Catch,53,NA,53,5,4,20,PIT,82,05:37:00,21,21,42333,44837,NA,2018,1,9-09-20,CLE,PIT,Jordan Berry,P,6-5,195,1991-03-18,Eastern Kentucky,Jabrill Peppers,SS,5-11,213,1995-10-04,Michigan,NA,NA,NA,NA,NA,NA,-3.5,2,2,0.21384053013753146,0.41658041800837964,0.3695790518540889,0.6304209481459111,PIT,CLE,0.21384053013753146,0.6304209481459111,0.41658041800837964,0,82,NA,NA
2018090901,4965,"(4:35) B.Colquitt punts 29 yards to PIT 45, Center-C.Hughlett, out of bounds.",Punt,Out of Bounds,29,NA,29,5,4,3,CLE,36,04:35:00,21,21,34723,NA,NA,2018,1,9-09-20,CLE,PIT,Britton Colquitt,P,6-3,210,1985-03-20,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5,2,1,0.19402461452409625,0.2882877439260483,0.48231235845014453,0.5176876415498555,CLE,PIT,0.19402461452409625,0.48231235845014453,0.2882877439260483,0,64,NA,NA
