gameId,playId,punt_distance,punt_direction,kick_type,kick_contact_type,hang_time,furthest_blocker_dist,closest_gunner_dist
2018091601,205,44,C,N,CC,3.56,47.29086698295983,15.64212261811037
2018091601,2813,45,C,N,BOG,3.85,35.55382539193216,12.581836114017698
2018091601,426,42,C,N,CC,3.59,43.11250398666262,14.318173766231503
2018091602,1198,63,R,N,CC,5.51,60.417014987501666,7.705511014851648
2018091602,1330,48,R,N,CC,4.71,30.943690794732298,6.853531936162556
2018091602,1446,59,L,N,CC,5.24,65.55620489320594,11.381783691495816
2018091602,223,44,C,N,CC,5.02,42.583557859812515,8.051832089655129
2018091602,2412,46,R,N,CC,4.86,33.6594622654611,0.4272001872658747
2018091603,129,29,L,N,CC,4.58,37.35597408715238,5.135601230625293
2018091603,1907,56,L,N,CC,4.94,43.68295434148198,4.500144442126275
2018091603,2107,45,NA,N,CC,4.91,31.40472894326586,5.062114182829145
2018091603,2658,32,L,A,CC,4.55,23.613733292302594,1.1388590782006343
2018091603,3415,46,C,N,CC,4.56,26.970437519625072,1.4599315052426238
2018091603,971,46,L,N,CC,4.63,42.97656221709689,1.5542522317822185
2018091604,1017,41,L,A,CC,4.32,60.67149907493633,2.513722339479842
2018091604,1206,44,R,A,CC,4.41,46.61375869847871,4.192970307550483
2018091604,1549,60,C,N,CC,4.41,49.96967080139712,20.579662290717994
2018091604,2528,48,R,A,CC,4.38,54.53653546018486,2.4738633753705956
2018091604,2659,56,R,N,CC,4.23,72.68991952121009,11.052393405955106
2018091604,303,46,C,N,CC,4.74,41.24147063333218,1.8939112967612863
2018091604,3295,55,L,N,CC,4.47,52.87029506253961,3.511765937530582
2018091604,815,60,L,N,CC,3.85,52.80061363279787,22.439128770966132
2018091604,909,37,C,A,CC,4.6,27.63990774224834,1.2211879462228559
2018091605,145,39,L,N,CC,4.49,38.74461123820963,4.258567834378125
2018091605,1943,45,C,N,CC,4.25,49.34796551024166,11.720755095129324
2018091605,373,39,R,N,CFFG,3.15,52.53050637486755,10.322620791252579
2018091606,1757,51,C,A,CC,3.46,57.80472126046453,15.289686066103515
2018091606,182,63,C,N,CC,4.69,48.86944341815241,15.32950423203568
2018091606,2649,65,C,N,CC,4.75,55.53715963208778,21.357258719227044
2018091606,2807,47,L,N,CC,4.47,63.45186522081127,6.011530587130033
2018091606,340,53,R,N,CC,4.6,43.44077807774626,15.281914147121752
2018091606,3523,35,C,N,CC,3.85,35.04799280986003,0.9684007434941447
2018091606,4125,47,C,N,CC,4.28,48.86491583948549,14.414676548573683
2018091606,593,56,R,N,CC,4.83,49.43448290414293,3.3154788492765235
2018091607,1227,50,R,N,CC,4.44,57.06294769813421,12.260379276351939
2018091607,1334,47,L,N,CC,4.39,49.55099292647929,6.559085302082912
2018091607,1567,46,R,N,CC,4.76,32.09750769140807,7.767058645330291
2018091607,2458,51,L,N,CC,4.57,33.57682831954204,8.454188311127218
2018091607,2794,52,C,N,CC,4.27,39.1993086673732,4.3354469204454515
2018091608,1534,53,R,N,CC,4.22,66.00749654395324,5.782914490116557
2018091608,1636,39,C,A,CC,3.94,53.34183536399924,3.1184932259025313
2018091608,2073,39,L,A,CC,4.94,42.14302907955241,2.743082208028044
2018091608,2884,44,C,A,CC,3.98,52.34332908785989,10.057957049023416
2018091608,454,34,R,A,CC,4.11,42.42625719999349,5.868219491464169
2018091608,541,54,R,N,CC,4.51,62.98659222405987,14.56416492628396
2018091609,1057,49,C,N,CC,4.51,40.498595037359,6.082647449918495
2018091609,1552,58,C,N,CC,4.25,50.80009547235123,14.969816298138062
2018091609,2032,52,C,N,CC,4.26,43.085433733455666,13.251101840979107
2018091609,2352,58,C,N,CC,4.42,49.133740952628465,7.965236970737274
2018091609,2691,54,R,N,CFFG,3.1,53.345324068750394,11.64766929475592
2018091609,2928,43,C,N,CC,4,40.49241904356912,3.1402706889693417
2018091609,783,46,C,N,CC,3.53,43.601231633980255,16.194261329248707
2018091610,1306,43,C,N,CC,3.85,38.729261547310706,6.482977710897978
2018091610,1440,44,C,N,CC,4.12,34.450359940064494,3.8233493170255888
2018091610,1855,42,C,N,CC,4.1,42.54926791379612,7.751090245894445
2018091610,1960,59,C,N,CC,4.63,44.549075186809425,20.35945971778229
2018091610,249,38,L,A,CC,4.11,39.30694849514523,3.1262117650600763
2018091610,2919,31,C,A,CC,4.72,23.70148096638689,1.5572411502397396
2018091610,3362,44,C,N,CC,3.65,37.820473291591675,5.133673148925626
2018091610,3871,49,C,N,CC,4.82,51.30155943048906,9.242494252094513
2018091610,4585,44,R,N,CC,4.4,42.37249697622268,3.8003289331319783
2018091611,1355,41,C,N,CC,4.78,42.11793560942891,1.8827904822364006
2018091611,378,46,C,N,CC,4.12,50.69754333298608,7.128990110808117
2018091611,698,56,C,N,CC,4.68,53.8032015776013,4.206007608171902
2018091611,797,51,L,N,CC,4.02,43.61278023699016,17.69364292620375
2018091612,2450,55,C,N,CC,4.45,44.910912927706114,4.004047951760818
2018091612,3460,59,C,N,CC,4.52,55.23250130131714,7.473004750433392
2018091612,568,56,L,N,CC,4.39,45.01800639744057,15.527137534008
2018091613,1035,42,L,N,CFFG,3.94,43.86892408072028,4.440011261246985
2018091613,1339,42,L,A,CC,4.58,47.66168377218749,1.9884164553734707
2018091613,1575,48,C,N,CC,4.55,32.84164429501057,9.151808564431407
2018091613,1811,40,C,A,CC,4.62,40.329424741744084,3.273713487768896
2018091613,2608,47,C,N,CC,4.93,40.44548058807065,4.454570686384939
2018091613,2715,43,C,N,CC,3.56,36.4506241373176,8.131525072211247
2018091613,300,35,C,A,CC,4.5,35.849714085331286,1.480607983228514
2018091613,915,45,R,N,CC,5.35,43.06414053478834,2.7511815643464894
2018091700,1238,55,C,N,CC,4.92,34.91786075921605,8.139465584422604
2018091700,227,40,C,A,CC,4.36,45.68251525474489,5.137207412592953
2018091700,2286,52,C,N,CC,3.88,49.944659374151314,12.401298319127719
2018091700,2401,51,C,N,CC,4.77,53.68063431070837,14.523570497642794
2018091700,2606,42,L,A,CC,4.58,37.54763641029885,2.720165436145385
2018091700,2742,53,C,N,CC,4.61,43.672023081144296,11.716761497956675
2018091700,3513,43,L,N,CC,4.59,37.871315002254676,1.888306119250807
2018091700,735,54,R,N,CC,4.76,46.49172507016705,16.188372370315676
2018091700,949,32,C,A,CC,4.63,30.477522865219864,3.7403342096663055
2018092000,1061,55,R,N,CC,4.41,45.78242566749822,8.052459251682066
2018092000,116,44,C,N,CC,4.64,34.84024253646923,5.726168003123908
2018092000,1849,50,R,N,CC,4.95,39.76289727874466,7.491341668886817
2018092000,202,51,C,N,CFFG,3.93,43.8320533399931,18.594227598908216
2018092000,2359,54,C,N,CC,4.45,47.7500848166786,6.776341195660089
2018092000,2943,50,C,N,CC,4.97,31.68856260545751,17.131973032899626
2018092000,453,43,C,N,CC,3.75,45.626352034761666,15.915882005091643
2018092000,542,30,C,A,CC,4.39,29.394661079862782,9.670873797129195
2018092000,680,62,C,N,CC,4.97,42.69297366077935,23.844378792495306
2018092300,1127,44,C,N,CC,5.04,42.653808739665905,5.783156577510243
2018092300,1435,37,C,N,CC,4.04,31.484732808140514,5.134082196459263
2018092300,2075,44,C,N,CC,4.13,45.99997391303608,3.7731816812870287
2018092300,2602,49,R,N,CC,4.65,40.33005454992592,10.0667224060267
2018092300,382,48,R,N,CFFG,3.73,43.0841838729713,11.199330337122847
2018092300,4324,43,C,A,CC,4.56,52.38660611263149,2.03855340866998
2018092300,477,57,C,N,CC,4,53.8802607640312,12.259241412093981
2018092301,1121,48,R,N,CC,4.75,64.4404050266601,2.680783467570629
2018092301,1577,42,L,N,CFFG,2.84,46.76710916873096,19.20937271229855
2018092301,1907,39,L,A,CC,4.02,48.40420746174861,3.3053441575727094
2018092301,2126,57,C,N,CC,4.72,47.44635813210535,10.133706133493316
2018092301,2495,55,C,N,CC,4.62,49.40518697464872,12.153620859645079
2018092301,3423,45,C,N,CC,3.07,40.38481397753368,14.244061920674165
2018092301,3819,47,L,A,CC,4.09,55.29167839738634,14.948367803877451
2018092302,123,42,R,N,CC,4.88,45.8628389875725,3.1312936623702368
2018092302,2105,38,C,N,CC,3.51,35.68758047276391,14.015295216298512
2018092302,2237,34,R,A,CC,4.22,53.504214787248294,7.3271890926875995
2018092302,2932,46,C,N,CC,4.76,29.65754541427864,1.7933767033169585
2018092302,3100,59,R,N,CC,5.06,49.785982967096274,8.968087867544565
2018092302,3437,30,R,A,CC,NA,52.01773735948153,7.698324493030935
2018092303,1215,56,C,N,CC,4.92,28.770331941081253,3.1933994426003127
2018092303,1565,42,L,N,CC,4.31,39.7451984521401,3.7190321321548168
2018092303,2467,53,R,N,CC,4.69,44.23341949250588,21.381162269624166
2018092303,2722,53,R,N,CC,4.54,43.58833903694885,11.37409776641646
2018092303,3026,53,C,N,CC,4.31,40.974046663711405,11.139896767923835
2018092303,755,57,C,N,MBDR,4.29,51.271536938149225,13.797829539460189
2018092304,1035,52,R,N,CC,3.93,58.392823189155706,26.079144924632786
2018092304,1431,54,C,N,CFFG,4.49,41.60254920074009,12.25612091976903
2018092304,1562,40,C,N,CC,3.61,40.534077021686336,10.64314333268138
2018092304,1755,40,C,N,CC,3.41,28.23185789139638,15.245343551392999
2018092304,2500,45,C,A,CC,4.23,47.724670768901056,11.156903692333284
2018092304,3542,45,C,N,CC,4.16,45.340940660731775,9.070049613976762
2018092305,1467,43,C,N,CC,4.65,35.33891481072954,3.545941341872422
2018092305,2775,39,R,A,CC,4.73,43.33313974315732,3.624155073944833
2018092305,3119,48,C,N,CC,4.17,35.50135772051542,9.062626550840552
2018092305,612,33,L,A,CC,4.76,38.258993713896864,5.826834475081643
2018092306,1882,34,R,A,CC,4.39,44.934263096216455,6.673687136808255
2018092306,2084,56,C,N,CC,4.72,59.10451928575344,4.6983507744739494
2018092306,250,59,C,N,CFFG,4.89,46.44716568317167,0.9070832376358806
2018092306,2776,54,L,N,CC,4.52,67.98543961761224,9.65161644492776
2018092306,2945,42,C,A,MBDR,4.59,43.055068226632734,4.539438291242649
2018092307,2461,36,C,N,MBDR,3.92,43.94785205217655,3.654435660946842
2018092307,2923,60,C,N,CC,4.79,42.99418565341133,15.299287565112307
2018092308,1329,31,C,A,CC,4.46,28.657487677743138,3.1283382170091474
2018092308,150,39,C,N,CC,4.04,24.14249779952356,2.9600168918436944
2018092308,1847,47,C,A,CC,4.33,36.61480711406248,9.088212145411225
2018092308,2129,42,L,N,CC,4.29,45.53929402175664,2.480403193031324
2018092308,2966,52,C,N,MBDR,4.67,39.61891719873222,2.0247468977627805
2018092308,4183,52,C,N,CC,3.72,51.27321425461837,7.403546447480427
2018092308,569,53,C,N,MBDR,4.13,36.47575084902297,4.628228602824194
2018092309,2700,57,R,N,CC,4.2,57.65951265836367,8.955400605221408
2018092309,297,42,C,N,CC,3.68,35.57089259492935,3.8657082145449126
2018092309,3111,29,L,A,CC,4.26,28.622726983989484,5.325607946516528
2018092309,3278,58,C,N,CC,4.51,59.8024991116592,7.590322786285174
2018092309,3402,55,C,N,CC,4.71,49.0245418132592,14.679131445695274
2018092309,3605,42,C,N,CC,4.3,42.12441690991105,2.661766330841234
2018092309,3692,45,R,N,CC,4.61,28.505643300932537,3.1127158559688652
2018092309,394,49,R,N,CC,4.12,48.07914412715767,10.312346968561522
2018092309,494,49,R,N,CC,4.84,37.37006556055261,2.9756679922330074
2018092310,1095,50,C,N,CC,4.17,43.08101437988664,16.088769374939776
2018092310,301,52,L,N,CC,4.51,47.719581934463754,9.736102916465086
2018092310,3559,49,R,N,CC,4.41,35.211069282258386,16.32108145926611
2018092311,1239,61,C,N,CC,4.57,63.841805268961494,6.155079203389666
2018092311,1847,54,R,N,CC,4.38,51.458158731147776,6.8803560954357685
2018092311,2159,61,R,N,CC,4.89,59.42907201025437,4.553174716612576
2018092311,3922,48,C,A,CC,4.55,51.05640018646047,8.45653593382066
2018092311,561,49,L,N,CC,5.09,51.554853311788214,5.600607109947992
2018092312,1141,50,L,N,CC,4.91,40.035509238674614,8.728722701518244
2018092312,156,44,C,N,CC,5.01,31.34872405696921,5.169390679761014
2018092312,2052,50,C,N,CC,4.44,50.87908214580921,17.59013928313247
2018092312,2384,61,R,N,CC,4.43,49.32352886807674,9.213517243702311
2018092312,2603,40,C,N,CC,4.83,35.6420271589594,5.537111160162851
2018092312,3440,45,C,R,CC,3.94,41.17876151610196,18.124706894181763
2018092312,3753,48,C,N,CFFG,3.52,37.63098855996213,16.208670519200517
2018092312,4215,39,C,N,CC,3.27,46.189197871363824,16.239485829298914
2018092312,931,48,C,N,CC,4.83,44.30763929617555,1.6329421300217488
2018092313,2625,46,R,A,CC,3.98,38.027480852667594,14.483266206211912
2018092313,2959,51,L,N,CC,4.11,50.24072949311146,19.443585060374023
2018092313,3059,50,R,N,CC,4.26,54.12167865098051,1.5473848907107766
2018092313,991,46,C,N,CC,4.34,28.63859808021335,17.907819521091895
2018092400,1575,43,C,N,CC,3.97,33.7876308728505,2.215626322284517
2018092400,223,34,C,N,CC,4.49,43.86751531600576,1.570350279396287
2018092400,3619,46,C,N,CC,3.62,55.42030313883171,12.585058601373296
2018092400,4221,64,C,N,CC,4.42,55.01825151711022,19.02447108331793
2018092700,1895,43,R,N,CC,4.46,50.61710481645508,3.542781393199418
2018092700,3422,48,C,N,CC,4.63,58.82040802306627,5.585955603117514
2018093000,2659,31,C,A,CC,4.33,32.4196730396838,2.1865269264292175
2018093000,2805,41,C,N,CC,3.78,40.5248084511204,11.082129759211444
2018093001,1367,45,C,N,CC,4.83,38.46501397373982,10.776316624895532
2018093001,1656,42,L,N,CC,4.75,45.87605148658721,3.210996729988991
2018093001,303,51,C,N,CC,4.65,40.04885516466107,9.130788574926047
2018093001,3107,45,C,A,CC,4.35,46.77657960988597,6.304871132703665
2018093001,430,51,C,A,CC,4.73,38.973863036655736,5.603784435539975
2018093001,652,45,L,N,ICC,3.61,54.01052582599062,15.184498674635261
2018093002,1967,43,C,N,CC,4.79,27.394044973314916,6.300126982847253
2018093002,2352,36,R,A,CC,4.43,37.04771517921179,3.1515869018638845
2018093002,2435,52,R,N,CC,4.59,44.453222605341004,2.780647406630335
2018093002,428,31,L,A,CC,4.34,32.14502294290673,2.2339650847763943
2018093003,1173,48,R,N,CC,4.55,41.50460817788792,1.798693970635364
2018093003,126,46,C,N,CC,4.58,32.501483043085905,5.354941643006026
2018093003,1327,33,C,A,CC,4.16,29.035669442945515,1.6391766225761
2018093003,2692,49,C,N,CC,4.72,32.17344401832045,6.88619633760177
2018093003,2796,43,C,N,CFFG,4.35,36.85274752308164,6.371506886129846
2018093003,2899,39,C,N,CC,4.35,31.362584396060225,7.012331994422401
2018093003,3281,42,R,N,CC,5.23,33.097572418532444,1.9525624189766633
2018093003,354,35,C,A,CC,3.99,39.75144399892915,1.5861904047118693
2018093003,439,50,C,N,CC,4.78,39.04180451772177,1.376117727521891
2018093003,799,36,R,A,CC,4.14,37.263496883679615,4.441013397863151
2018093004,1181,37,L,A,CC,4.78,43.80956973082479,11.632596442755158
2018093004,1631,47,R,N,CC,4.52,60.7825180458987,14.539136838203289
2018093004,1734,49,R,N,CC,4.33,45.22417163420465,4.886604137844608
2018093004,2001,31,C,A,CC,4.18,50.14957626939634,7.479605604575687
2018093004,3535,51,R,N,CC,4.78,43.35320980042885,9.373846595715124
2018093004,734,57,C,N,CC,4.17,46.0905738736241,24.697742811844165
2018093005,2985,52,C,N,CC,4.24,44.89711015199085,9.949522601612596
2018093005,3121,40,C,N,CC,3.34,49.60090724976712,12.830970345223312
2018093005,3646,45,L,N,CC,5.42,38.33224230331432,1.5893709447451267
2018093005,3731,46,R,N,BOG,3.39,55.18206320898123,19.50323306531509
2018093005,4036,48,C,N,CC,4.42,54.966486152927764,17.284241377624884
2018093005,725,61,C,N,CFFG,4.3,46.68415684148103,9.689220814905594
2018093006,1487,36,C,N,CC,3.17,41.147403320258256,13.68599283939605
2018093006,1666,50,R,N,CFFG,3.64,37.04319775613331,18.086154925798905
2018093006,2346,44,C,N,CC,4.12,48.11243602230093,13.727712846647107
2018093006,2469,52,C,N,CC,4.86,28.520897601583297,12.798910109849196
2018093006,3313,45,C,N,CFFG,3.55,49.92096253078461,16.187924511808177
2018093006,724,44,C,N,CC,4.46,32.916751054744154,14.902902401881324
2018093006,971,51,C,N,CC,4.76,49.43684658228112,10.880721483431145
2018093007,1060,37,C,A,CC,4.3,54.82320676501877,6.410124803777225
2018093007,1503,45,C,N,CC,3.99,39.75522104076394,13.238508224116492
2018093007,3113,46,R,N,CFFG,3.52,36.44758565392227,2.300978052915753
2018093007,3513,54,R,N,CC,4.18,56.21694139669998,12.011203103769404
2018093007,607,68,C,N,CC,4.48,62.616711028287014,24.417571541822088
2018093008,1322,55,L,N,CC,4.51,39.91003006764089,9.186119964381044
2018093008,193,37,L,A,CC,4.22,39.3626383770194,5.101342960436987
2018093008,2376,47,C,N,CC,3.58,43.87406181333112,16.755551318891303
2018093008,2829,56,L,N,CC,4.49,44.327983261141036,20.764094008648684
2018093008,3296,48,R,N,CC,4.67,41.00004512192639,1.6107762104029217
2018093008,362,47,L,N,CC,4.98,37.04120003455611,8.376974394135384
2018093008,3728,47,C,N,CC,4.69,43.790010276317595,1.7557049866079497
2018093009,125,47,C,N,CC,3.81,34.26694179526384,13.938999246717824
2018093009,1255,44,C,N,CC,3.98,39.377031376171566,4.025170803829323
2018093009,1834,42,C,N,CC,4.06,35.01453983704484,2.4161125801584675
2018093009,221,59,C,N,CC,4.45,51.02297521705295,13.896334048949742
2018093009,2630,49,C,N,CC,4.77,36.91864840429562,2.9347061181658294
2018093009,2880,40,C,N,CC,4.11,36.11006784817774,3.369287758562631
2018093009,3279,59,C,N,CC,4.7,46.98825491545733,8.708673837043163
2018093009,3589,53,R,N,CC,4.32,44.65364598775781,11.615666145340095
2018093009,4067,39,C,N,CC,4.5,26.04239812306078,1.318218494787566
2018093009,4562,49,C,N,CC,5.03,36.480466005795485,5.592173101755707
2018093009,5285,48,C,N,CC,4.12,54.819742793997136,4.126560310961178
2018093010,1942,55,C,N,CC,4.69,33.86898286042852,16.512643640556174
2018093010,212,55,C,N,CC,3.95,56.861102697714195,15.16679597014479
2018093010,2134,50,R,N,CC,4.85,30.15116747325052,10.561789621082218
2018093010,2752,48,R,N,CC,4.73,32.63894606141565,7.211414563038241
2018093010,2863,47,C,N,CC,4.38,49.90926968009049,1.927822605946928
2018093010,3062,42,C,N,CC,3.92,34.824729718979874,10.973390542580722
2018093010,334,45,C,N,CC,4.33,28.493202698187506,8.173450923569552
2018093010,3772,37,C,N,CC,4.31,29.44812557702103,4.086367580137644
2018093011,1053,53,C,N,CC,4.67,49.147730364687234,15.512266114272272
2018093011,168,51,R,N,CC,5.23,47.053716112545246,2.875221730580104
2018093011,1761,36,L,N,MBDR,3.04,44.32886756956464,8.041803280359453
2018093011,2806,44,R,N,CC,4.6,39.18138333443576,1.4591093173576835
2018093011,2906,55,C,N,CC,4.17,53.41968270216513,23.617010818475737
2018093012,1820,51,C,N,CC,4.94,35.72599333818446,9.976016238960323
2018093012,2191,42,L,A,CC,4.49,50.7894162203111,2.390146439028362
2018093012,2336,42,L,N,CC,4.4,45.03442238998965,8.802783650641427
2018093012,2699,33,C,A,CC,4.83,26.972152305665194,2.3620541907416084
2018093012,3122,40,C,N,CC,3.97,39.27027501813553,6.571362111465175
2018093012,3595,47,C,N,CC,4.95,31.562566435573643,1.7055204484262234
2018093012,708,44,C,N,CC,4.94,41.40434759780668,1.736778627229148
2018100100,1592,41,C,N,CC,3.63,39.231645389914505,4.713650390090466
2018100100,3000,42,R,N,CC,4.33,45.93398959376379,1.777920133189336
2018100100,568,51,C,N,CC,4.19,37.700580897381414,10.928096815090907
2018100400,1465,57,C,N,CC,4.37,49.6827585788068,8.60886171337419
2018100400,1632,51,C,N,CC,4.53,58.996150721890324,7.097548872674284
2018100400,2618,59,C,N,CC,4.22,47.57175317349572,15.775100633593436
2018100400,454,45,L,A,CC,4.13,54.13970446908627,13.921555229212
2018100400,554,38,R,A,CC,4.22,46.45340138246068,1.68617911266864
2018100700,2473,61,C,N,CC,4.12,61.84358737977609,13.81666023321121
2018100700,2576,42,R,N,CC,3.89,31.442789316471266,12.423594487908886
2018100700,584,45,L,A,CC,4.11,40.756761402250795,4.907015386158881
2018100700,736,40,C,N,CC,4.48,31.05547455763637,6.249807997050792
2018100701,1006,50,L,N,MBDR,4.53,51.67993130800389,1.205985074534503
